"zuul_uid_sha1","agency_zuul_uid_sha1","nuvis_uid","zuul_uid","name"
"e2a7dcffb3e39227ac7f0d3e40a37d4eec4e74c5","1824b54392b39118dd8b1fedf092151c00bdd162","542ab750ed691f0b8450924e","CMPNY-52e03647-f638-4a3a-973d-f7898f29801c","Curator"
"c078d7e8691a4dc81c3250bff0e1881074d38940","56826b0e4ab228315157bf0557c2cb68fddd78d1","57041fbf1b21e009e069323a","CMPY-dee58a6c-e7b7-44a7-89f2-3b1b27fbc128","L'Oreal Australia"
"82052ee85eb230735af9d98ed2fda4c589cb788e","c257cb4473a68a0c6d3a8ad1305b85f694dbc7b8","54fe08cf1b21e0123458b0c0","CMPNY-dd8bf599-5815-4dfc-b4ee-1513ed30cb50","Boehringer Ingelheim"
"0e4dff12eea5d38bcffa313099a68bf7bd0d8a75","99af0dfce35ef7b58a406d4d42d008d8b1388fd5","57e931bcb692950c4c78289f","CMPY-a4a1bd0f-e57f-4851-a1c4-a67c4526eebb","Clean Energy Collective"
"0e4144ddc9d7a116ae770ac5af0c40a88b84ef57","91da6eaba8ea02708dc1eacdb6c7aa42b0b0f5f3","56dd8e4c3313580978a61ef6","CMPY-41460dd6-adac-4a15-be89-a7fc087f17d4","Exient"
"e46b5d51b93191f90b860734342fbb5f1a26ae5e","22d8613d0c3e5d630c102f178879c27a0905b605","526ff6a433135807dcdf7cb3","CMPNY-f8285b82-c8ea-47be-958d-31164914f870","DDC Advocacy"
"1b8268b7b5039675f2cc5c21eef2d072895f7be9","c59643d98c24e797d675d71a643230cfa1250f2d","569d389ced691f16a01e64d5","CMPY-bb1ae1e6-0e3b-46e6-b976-46baaedf04e8","Clear Solar"
"ce8b2af52a709d1c13e117f1a329072d646ce969","f3faafe954f22ab7e270f2e3095b04312bd97664","56378ce933135812e4d1901b","CMPY-ca13b8a2-9d36-4b95-a8e2-1a5a725ae25e","McKEE WALLWORK + COMPANY"
"f8e40af81c647e0fe1b41299df880244d2fc5a5d","c0e467bd255fc47b4c363a01ce92bf904d55a5c3","579f640e331358281c6814d3","CMPY-2faabaa4-5f42-41ab-985c-8aae8e084204","TrollBusters"
"94e5a07101bf032ae4f390b32002715d26ec4c50","e72d64ce78435b02ffae3296dbe87b0f6c9b9e28","54f4e5e11b21e01230b87cfa","CMPNY-263d35a8-d25f-46c1-93ba-49fc2dd8e666","Proof Interactive"
"39c84fd6ad81273a5481205cfe575cd484ddba01","0fa441d690f80e25bc500f6f65cfdc9322853906","560d6b513313580c443f1b23","CMPY-a756a509-7083-4bfc-a2ab-801ef98e4bea","Adams Knight"
"4df21c28e6acdfea5dd4059f79e19cc309ee2b8d","32a30d0585a4e2b1152f036a8b8d33b226086fb5","5755a65d33135810748a9216","CMPY-98109e44-1550-448e-a04d-234e3ae13380","CLS Strategies"
"e877de334b0988a69c3481ff6b7feaaafc72b29c","746913c99673402346a40abc9954aaf07297757b","5519a805ed691f10d0fbc74c","CMPNY-35b42b58-ca66-4bfe-968d-d51eccd315aa","Princeton Strategic Communications"
"85491d5dd19140ca0255f8aecd2fb190390ce82c","d0ed6778a87d2677e34faed8363833408bfe4736","5605844c331358068469125c","CMPY-31b103d6-4354-42f9-aacf-da95711a420d","Colour Toronto"
"c8499e658f4557adb46897e09d12f6f25313629b","5d4a301455c900a2bcee49c5dd6d18407b97ba74","56bcefcd1b21e00aa0f0f969","CMPY-e45ce8ba-5c46-4d81-ac12-2d5e21c2dec8","Fletcher/CSI, LLC"
"f81d5d618fe7dc76775b98626bf0716b28747c8e","6da872eddf8e30f8833c391452367a07005faab3","576b07ae1b21e011f0068a3e","CMPY-a6fc36a9-f753-483f-b840-ae9e5fd43462","Frank Public Relations Limited"
"96025ee8aac4b74c54238f7e8ef06609db76313a","27ac56c8e4ccf20660a715bc7bb27424b0be4b6b","559410a83313580b705c1065","CMPY-c3a5df5f-bc51-4e41-91ab-71378e46a5e1","TrafficPRM"
"e7028886787ad73204da5309e5bd1c583cc91c0d","2b29fd5764f59427b887bd6392c4c9ae61ae339c","5628ea90ed691f0908227556","CMPY-78a3b938-373d-408c-9ea1-8965b8f04633","Makes Media"
"a578a3cd537b49dc33675d7d6bbe5cbf4b72562f","4e89ec7605784e836cddae6e365fab9f986cd73a","568ea8881b21e0159c754aca","CMPY-e9502586-76e2-4f68-bffb-94d309cc2a39","Environics Analytics"
"12ab7d7de97e792e99a6bd08cb514de0daf7e47f","d83be13676d9588add74ea3cbe5ecc972cba654d","55e6143f3313580e5c24f383","CMPY-6ab3b678-186f-4284-8c91-89b905a1b684","Vilocity"
"5fd4ac86d20da01540998dc27de3914a93699ac5","b888c42158ad0d6d0e23831f626da1dcc6030e94","5118d1e53313580c5024a92f","CMPNY-5eac9ffc-83b3-4966-82a8-2cfa97793423","Business Wire"
"453069f788ccc1218f8110e62086466a39659b9a","ff2e874c42a3174b65523aef1b3edd7cdaeb57f9","53c000eaed691f0fd089c06f","CMPY-2bce3172-61d8-46be-a0c4-bd6e2214b79b","Frank & Oak"
"2ee57cf5067e1d6804ac10c52c1b482380e7456c","f69b54f15c99bcc51fba1df6373dd30ce3252271","54fe0eeced691f109c0f6ab4","CMPNY-76871273-0ee3-4fdb-bde6-56cdcbb196aa","Sports Authority"
"71f9061fc5e4a755e8a46d8d736f885285e3c0b0","4051c87bbabb07ed154c1f8e301ddaf1c4d24793","500716752c27e603ecd2f0eb","CMPNY-a4881a4b-d4d7-4b25-8c8e-eb7a433d8bd3","Intermountain Healthcare"
"a562e580d96dff5970b6cee00e0cd40a6524ac8c","0f1a0d0439128632f2e5916345407649509a59cc","569ceefe1b21e01178d0d7c2","CMPY-afbe0627-3a35-42a9-98d5-34ba619f4c31","Velogig"
"40d8bdcd4fccd8fda40ead8e2b3f4e03099f863f","63cfc4872d5ac6d69687d28ac1e5ac226b0e9b0d","53c6f50e33135806fc680d95","CMPNY-7b329525-26a3-46e5-bdaa-10e8055b71cc","Miami University Middletown"
"a33b51af1acbc334a96a63ed6888a3484de75e97","0f3192ab24cc2d4efbce4ed466b1e5975a015b42","55b7b4a0ed691f09ec9d2224","CMPY-d44b28b6-75b7-4143-aca4-17f5b9df934d","NUVI-NG"
"e7f401e879e8ab73f1ad59a944abf267fd95f98a","463140f781bfc57c004009f00882aa0c9e8fcad5","556616781b21e013003ab931","CMPNY-5a30d4b4-d8bc-4b76-bda1-b235f995f40f","AGGR-LA"
"743b55eb55872862bc00e41d510a298c2967df82","8dcc6b843a55ab249623ffa37341bdcaab7cd8cf","54cee6fc331358082c60a350","CMPNY-c18c0622-b02c-48fb-bc1c-ddbb3dff1b79","Australian Tax Office (ATO)"
"fe91e1ff22daedb6a4d3fee1cbcd89f71ca684d4","5b8bbb0bf62b40eee5cf64a0f468f5458bbdda04","56e19453ed691f0a508b4967","CMPY-08ad0a36-673f-4d85-938b-bdb064e1b6a6","Grayling"
"80289de74f68d70145183f1a56ba922fc8730581","6f01b220e1e17be95ebfdaf88cab7c13231c0ff6","564b68dc33135815b42dba9e","CMPY-86fc17ac-a94b-48d6-a2f1-065f9bc2d7e0","Influential"
"987e28edc45354ab21c5b29a09f2e39128514178","e96f469ced44e5fa3a03bef7d60f5b711958e426","57ec34153313582bfc0d5ca8","CMPY-771a57a4-e1d2-4436-8ce6-96202aba341a","Televisa"
"0945fe8f7b07e99ab082931f755f994c5a0e8f3a","76a724e96de9c2d0fdd0164fa28be44c1b481136","55280025ed691f12785d1996","CMPNY-d37da6e6-d30f-4e40-b61a-e7576af4375f","Fenton"
"3ab9d608ce77311377d8a7ede287d12a58127b0a","d089e77ceaac744852aae6b613adc72277c9d041","5463b0793313580b90f4c04e","CMPNY-9d189077-ba42-4ba7-9281-ee7f2a6fef7f","Carefree Communities"
"9774caca01c4e2e43a38e8122d03a3c792f2abf1","f7d547310a7cdd722dfed733fe38bb4b346c360a","55d4f5fced691f1268e6ae9a","CMPY-67273d88-2a7e-4c5d-9167-61fe2f997a5e","Crosby Textor"
"c7e27c719bc89608c46bbd1103c5ef479b049490","72711f2b54a8370b17c4f49442f815f4d7742692","57bb12ba1b21e036545523f6","CMPY-b2603bb4-c77b-4b49-bf40-ebf98370cd1b","Mansfield Communications, Inc."
"927188cc39cf8ea1772b708be38dd90cb32dbae0","410e64c3c6e2de5dff339580723237ec02659cd9","57adfbc0b692950a803f9f33","CMPY-10020978-6e7c-493e-9948-55b13cd827ab","Leo Burnett Detroit, Inc."
"b1cc5f4adb6be90230f2af6f644d87972b8606b3","10bbace49345710b19ddad1904a8dd07f3cff782","5453d57eed691f0f702cc7e4","CMPNY-bb76dd0b-2ff5-4184-bd20-92c206c0215b","MMI Agency"
"50dcc9d25ce9336aafbd0e1e611c50a8a5c87aee","b1985bfe550db1deb737b9bb6d47e5c704e4aa07","57dc066e1b21e0179026d574","CMPY-ee80eff0-2f9c-49f0-b8d3-f8bf4c432ebd","US Navy"
"90e0a9e8d4ccaf509a812d88a2e2cdbb16335eaa","150399e9c989bb79a0669aa10d056a679438c4dc","53067ebced691f07a035a924","CMPNY-f29f1258-5b41-49ee-a6d2-531c3f03db0f","McWane"
"7e37b5efee3b7fcf84b91a6b20525a5e57f0b76f","391f65a9b10bd1cfa5f8fdb4c121258965bd55a9","56b90c4633135816a0d24307","CMPY-862c499e-5e2d-4a09-9e7d-f6f0dcee2994","Findasense"
"6be301e12f6881bde438c80958a022ded64a1c35","eb35378319397268f0d9a84fe191bdf854b2666f","57e92d1fed691f0160c30af3","CMPY-41796517-bc1b-4fc4-9089-11ef975db509","AmohDesigns"
"733ebafaa55fca221f713d2af4188291c6b46155","484a64dcfc3616ec37c05f473a03afbbe4b39ec6","567042f31b21e00e403153d8","CMPY-26626642-4e91-4f34-af39-af2bda2e110d","FOX Argentina"
"2fdb83a5843306a3d881d2dfe98b6fc05da76746","15fff553146a42e9fe8caa99c33d5be62fba1b7c","563cb8601b21e010e80e7073","CMPY-b98dee91-c3fe-42e8-b42a-32dd492c0017","ASEM Engage"
"54b4739967ca598cdcd9f258397e092dba02371d","1aaa1d161b8fbf6b7cb16f5ae72eda3d2854e2c8","5154b1dc33135808b8989fe9","CMPNY-67731d93-49d2-452e-8572-2b6411e48395","TBWA Chiat Day NY"
"e75e795e74988b812abed40e24f78feb3d6f3cb5","75f15f0f959406f666e931d09d5d9b2a701c656a","578f9080331358387c73bd65","CMPY-09ed34c8-cc52-416c-bb40-f9a1766dfa07","GNP Company"
"ea6587e9277861e6dacfb2e494253af354d0940e","5be021f7f6ff2b7ddb32fefcf16f3abe353274f3","54eb9ce51b21e00dd4bfdf6a","CMPNY-437c1c75-8211-4fce-b903-6d1cd6be53e0","Infinitee"
"68a9bee7c3e2f086e3a159470593d194fc9ae36c","0f3192ab24cc2d4efbce4ed466b1e5975a015b42","5550d9001b21e00ef4dcfcf1","CMPY-da2f1650-ca8d-4a8d-ac5a-959b39865c2b","Sample white labeled account"
"7593413b65e909f119b9dc5ad25a67059f2b96af","f21002455833cdff263666ed8d387088d033706a","5475fb1ced691f0384b49ad9","CMPNY-6cc17d9b-df94-46aa-912c-3d6b1fbcd1bf","Visit Florida"
"ac88e6046167b8533f97178a4f382e456ab1b45d","1a620697bf78a5377fdd0d8034a90fa72a166d56","555df9afed691f11001318b1","CMPNY-b658fcf3-c770-4f56-a655-754dc57901e4","Rooney & Associates"
"b78c9ed0f24b1c1d6e07842072b1fcc184e92699","5980cc1b1653b854447c984d0a2aa17a3143120c","53b471aced691f0a50de8ef3","CMPNY-75b48cd4-abc7-45ca-a3fc-56320474c512","Tyson Foods"
"aec7292827b096ee01f64b739b98722c96d7893c","78983ebcc9acdf8b2817df040a459840a9f84cd6","5846d3bf1b21e00598d2de02","CMPY-10ed3e6b-63f6-43f1-a7a2-0bc6677c6138","Method Comm."
"9a240a9c55d92e5f4be9b1f3617e9133444f0916","0a58753719115677463b83b746f069c036fd49d7","5106d45d33135804acb2d6be","CMPNY-f28fe899-df11-4334-a35d-0422ccbb5b8b","Endurance International Group"
"a1bd2954100d811c7bc606b6ba7cabcc21ecdaa1","a40181db2726793e652918add543b0179055c3a6","57b1d253331358102443712d","CMPY-06816060-5e47-4617-b595-79fa2d6f2672","Nice Inc"
"3c05b445fb1418e47da3e13b7f520d6d65148992","ff80b222b51956959aaf8a5d41e9f71cc8e4e7e5","57f29038ed691f30b43aead1","CMPY-42c40d15-9837-4f1f-bb49-2d23097ddd45","Dunham+Company"
"11ff765a4718a1dc1edeac42d36b69bf81dd1055","ae10e9f8a07265a789e431b388b967ed4fe0f201","553e7aeaed691f0d4c27ff28","CMPNY-cceb3be6-4fa4-4bef-9d29-54487c7adccc","NC State University Communications"
"df8adc3bf72cc94b7d84f135e44c70315b1eba05","4d4861d5977258060e5a401a5cc90f7aaa03a467","529df2633313580c643bbfc7","CMPNY-5dbd54a4-9b50-4070-8b1e-0e791f154dbd","Nevis"
"f1c8585681e1c17e25cf80c594534b1d64c9b97d","1d8f70edbe655cd792d5f80267ab03d9d0914a61","56094b391b21e00f54c1d8e3","CMPY-ba21c995-d0f0-4ffe-b804-26750c0e8c05","Ogilvy & Mather - El Salvador "
"63926bedcdbe76630ba68f228a8294f33ef231b0","598e6e2c448b4f28be6b6f4eb9bfed4c1a809581","55ca18fced691f06ccabca6a","CMPY-5ab1a43c-6749-4ad7-8067-7c4f263a72db","Label PR"
"4486a7481c4a328b778a901037816365f78f8dab","d72008a79fecb52d0b8597485284a3d8f3a65de0","529cea78ed691f0634cfbb2b","CMPNY-f73baacb-7d95-400f-b2dc-6c4c29d8f0cd","Sandbox"
"bbb7f331ff1061d0d67568090703a231ef7a6277","75fe6cf9ecee668946eea5f75e3b75dd79a3eb7c","52fbf8a7ed691f127cf2e1ab","CMPNY-ed32aee5-262c-4d68-acb4-c3d8cd9aa9da","Comcast"
"44181e5e97f73748337249656ff25dbe7266f2a8","0f3192ab24cc2d4efbce4ed466b1e5975a015b42","55259f303313580c70fba090","CMPNY-30dbd082-0b8c-4053-8d74-eee1274cd760","Jessica Brady"
"b7e78bc459928ea52bd57cac4a7e4598d3b3189d","eadeedb15753ffa97618c45d944359f8ae65d91a","55bbca533313580d98ab86f0","CMPY-3a66b035-6137-41a6-89d0-5f65674590d7","Australian Department of Immigration and Border Protection"
"33897606fbaec3790b8c655109e3e9b7f69a5a74","ca8e6cec52a5e5cb5c99027d30882af6f1d5bd5e","530fa756ed691f122c582ede","CMPNY-11e39ddb-241f-4bde-bac0-b9b6fe9425f2","Pfizer"
"85a55cb4683ab13bd45774afbf780bb3aab1d4a9","a9323aa6865368f4ccee5fd59e8247a48c2ce22a","5592c6ec1b21e004245ea136","CMPY-baff41a5-7388-4411-9ca8-49b4a94f524c","TBWA Sydney"
"c6e9a5345b96835de2e622adf53757248e624645","e46da96b3ee974c75f6a65032dc1837c309ca908","56f2be80ed691f1290f9e78d","CMPY-f141452b-a7cf-4711-b415-36584c148aee","Peace is Loud"
"6f4af3c08bf0e4777690f943f44627e60eac3f52","080075bf1dfd9eeafa6e4e340e9979d8690f1768","56436461ed691f0978863b79","CMPY-e241e03a-d847-424e-9a00-f6590430d6a3","Crestview Strategy"
"9b3f78074eff8753e777901c5c4f103da5aa798d","62776e954a63535731556aff555abf14c1362512","57e29d8833135818dc29c0ce","CMPY-9baa6852-9f77-4d33-a5d1-6a7eefbb73d7","BASK Digital Media"
"338103e4910452f6bd21b86f8053be5265f9354a","9dc0d0556e7977a30c9ac844e56250392142ca44","54dcc99b3313580f20306b34","CMPNY-4dc50262-ee17-456c-ae97-7fd59cde1748","TapSnap"
"f75c8677d39bd948f682ba8fb7a23a95bf3de88e","7de8b582123784ef268a50ec9a818723fdb334e0","58064f153313582674ddc211","CMPY-3b84e52a-6960-4618-98ef-a7c255268403","CA DMV"
"58372a63842f5214fe5e8ac216905f316240441d","9c2b2c743bea4c751b9bd7837e2a7faefcf56675","57f28376b6929508ec0daed1","CMPY-80b5c8af-d745-415c-88ad-70f5d276a772","Neulion"
"b6197640062cb600d071c7b88f98247b7d3d0604","064e535c0a0d6b96369cf521a20b52b5485a3485","5846f8121b21e00598d2e068","CMPY-0b478cc7-0c1a-4623-adca-3984906fabb9","National Shooting Sports Foundation "
"5230dcbf53230e110578f1143564fc24669b3e28","d2a121b0009bc3f5a2449729dff146d6ae265136","54d263303313580cf0e1aa5d","CMPNY-86447097-05d2-4ef3-a37a-9745e4b6a3ae","United Natural Products Alliance"
"b6efd02c64c8277bc243c497b4f2541091367dae","d776b3ac16b36e8b4f3d56c2c07487491bb53d6a","57c0507433135810284a59f1","CMPY-e00e2d77-945c-4fd3-980f-41dc669dfa62","Schifino Lee"
"96027721a4879ec9e16ca968d779900e6afa0689","22483496ecf3a7a920198233a6acfe07c5b22473","5699279633135806d01505f3","CMPY-4c1b48ad-eb71-4151-9267-6a509869ce8d","Society Social"
"01151a2c182c6cd51891970433e36230e79c64e2","8c065d32c16de5fe800463a44734c3ff2c4db054","56e20067ed691f0a508b524a","CMPY-9025ad35-d072-4e5d-9abd-0aa3edf7b923","Trustees of Boston University"
"b7b9d21eea622855cdb3e97157d7c7abbf83c83a","f9ef4ca28348c9749fdcc4f0bf2c3c997d542a87","564e41321b21e010942a33c4","CMPY-2bce8ca7-b775-45d5-a620-0c5a7a8718be","Blue Apron"
"754778dc62ee679b9c7a58286cfe1d5b69c4809d","4f7b8f6ebd049ebbd8a55ab72bec216b345939fb","53bc3f483313580a00bebdab","CMPNY-f659b9ff-3cc2-4c05-9b20-f5472a6af374","Nissan United"
"26708afbe5e86c4a25478b8c2adeb315438f49c7","3a1fb69dccd8e70a63509e56238d30f7a2ac26de","56152975ed691f0c74333131","CMPY-8ba47eef-5fa5-403e-afd2-bad4553e11e6","Bask"
"db3ad29d5389d1d105893e27a29a0713a6fbcc74","dcd42fecf676e9e7a25403b554635472b67d56e4","570ff6e03313581728b6a66d","CMPY-1f5fe72a-d12f-4c3e-ae63-cd24adaf18d5","Research 8 Thinking LLC"
"25457b2cf9982fd90114e06f07f968f4aff8579c","660a733073e6ad6536862ab75fc311b7cb4bb749","577ecb2a3313580f84931c12","CMPY-405c73aa-95c3-4565-980e-223e55dfcdf5","Five Corners Strategies"
"b1e28f1129277a3eb0018acf8a89661fc9718900","663c33fc8ac22c04f1863d45c885d45809aee09d","57bdaae2ed691f06a4be42bc","CMPY-822bcdc6-f692-4e4a-8e28-34cb4b2716cf","Mullen Lowe Mexico"
"e1a15d61fd94e9e82b20531dd28113c38273206a","48584b9ac57ed77818d2e4afbe280612a080d456","583c72a41b21e00ba4cecb7a","CMPY-02563cee-3436-4d73-960c-3825ff041910","PLAN Media"
"7d951f3218a00d40a2768090bdb8ba4bc5d32588","ef31cccea85566fff16759db1ae9ff294ce62144","56bb6e5833135812e816b4a9","CMPY-9bf2a09e-3b79-4c19-a7ba-66174f341414","Adidas"
"d8ac117ce218ed725fd6a4e0546a93fede67a4f1","5f9b2d2fcc81ce667a47f45006229d7372591e45","5500a6b7ed691f13600adc1e","CMPNY-d7361e32-766b-4463-b2f3-b343105c88b0","Partner Fusion"
"3e4084edd199861324e779ea2b3bf1f2632b7930","6d99b64b6a8bd8f49d5cef7a981e966b2cc46ef5","55881d48ed691f0718aa6379","CMPY-b99e358d-6d81-4b65-a669-531487bdefe5","O'Neill and Associates"
"ea0e8034b9720f9645125a9435e20948b979935d","83027b608166d79151a95b7602301e50171756bb","55a5328aed691f137045f709","CMPY-03fa71d7-cbe5-470f-b913-5da545a4a37e","Eight Steps West"
"c3f0a54176aa144536ce97f705a7f6a6f7249ed9","01a19c01a5bfcf4875933e392fff8278bd910658","544ec7733313580918c489ff","CMPNY-87632a24-7449-4644-b0c0-1091973f62e5","Mirum, Inc."
"33670bb770cec5b075b3cb89fd3abe98b798c710","0f3192ab24cc2d4efbce4ed466b1e5975a015b42","5617e6ba3313580b2c852390","CMPY-a332812d-0c70-4c33-a142-706114fa79c7","LionHeart"
"9c95bb68dc546a3a37b58c3dc8b2172e20f010fa","1386d9115828d6f8af0c7952e01b3bbedaf6349c","53305b523313581ffc09db78","CMPNY-5f406206-5ae2-47e9-945e-ada8c3d48484","FSC Interactive"
"8fa5f1af3bb556e3909da042886e175a756ccf53","47f30909d4ef8c8db6872597b1642f4976cd4003","540dc4421b21e00d10e2a4e1","CMPNY-b67c7fb0-f8db-4656-8a3d-fb9e266bd1cd","Bailey Lauerman"
"5bca804d2984364bb4ca6f62ee60f920d98568e9","4d5ed69c7b6ffa07db7ab36e307b2c3e634dc17d","533d8117ed691f1158d0280b","CMPNY-30b889fe-1d7f-4bbd-a878-825ba2a6ab54","The Brand Amp"
"4c87a833cb68c7e2c4f067de73b8f38a33ac29ff","a7820e2cb552d70f93af6a3d523d27a43895d37b","57bdb8371b21e022b0c51204","CMPY-582deea1-24e5-4a4d-92cd-23c54ec7c8b3","The Boston Group, Inc."
"2071cbe4a8e806dd0d1b2021b386948a065af027","39390ceccd2bd765b21c23b7a66be5d517e39b76","57b6191a3313581da8a406ec","CMPY-2efdd8fb-f4a8-4174-adde-259243cec760","QA Zara"
"523c58c9f117862d3b66b25af1d0338bf5fe4b85","cb655ed4beff2dc257daa8b906d5e6d21f704838","554256d8ed691f10bcecfc1e","CMPNY-5f742684-8678-4ffa-9daa-6125caf4a6bf","ThinkPragmatic"
"cf7c22b6668756edce33ed3deb4d897a5dd74063","e5e65377d8178822e13fe6883f48d311ff74df1e","5062490f33135809407648a1","CMPNY-a8a7db56-895b-4911-a5d5-6885f5a996bf","BYU"
