"zuul_uid_sha1","agency_zuul_uid_sha1","nuvis_uid","zuul_uid","name"
"403a723038a23c479ad124cbf4c7a04ecacb573a","f8dfb7af5f36b98b5804c0b9f49a133c67cae8bb","52a23f623313580c703c2a27","CMPNY-ff152599-c919-4f6d-9db6-aef3a8186c1a","Neocell"
"34b5b068ee79a380cfb86e8195a902732a52dc10","6521fb712bc349e50aa40c6a4fe2b5518f3c6909","57a0cd051b21e02be0c244b8","CMPY-fc65d155-6c1e-4dd3-a0de-8923f84bf45d","Fragrance Direct"
"d8d0c865693f960500248db11d3898d3516e0a99","08e1f75968d91a397963702e92996ccfe49aa08e","57767ede3313580f20d33fd0","CMPY-c045a179-d836-45c4-8dbb-b73a1c696bc1","WorldArts Media, Inc."
"c47d732f214266660d3ada8680ff83390d9b6429","5b0eafd10d4ce608efce225c453b8775918f316d","570291e5ed691f0dc86ba6cb","CMPY-d15ca9e4-c33e-4a2a-b557-88827887683b","Innocor, Inc."
"1cc236effdbead54b9359db4fa58151a58ad35ab","d5a2768d1a9bd141cca4dfe599fff3293f61cf59","571e3465ed691f1ae853b2d2","CMPY-d7ac4b83-3209-487c-8671-f73483652787","Sports Marketing Monterrey"
"b4b57ffe1812f09f78ecbe2c2016107e586df648","d45851873a5a94747897625898aba82931ffcc20","5820e75d33135823a4ccf2fd","CMPY-3a2ec8fe-ee30-4284-9b4e-e32ed903941d","BRC Group"
"c1ec6f313873892418082ec9ee73369e1baf9116","d0ae83a9ccd942d56f935cf141e96352ea785c2f","551c54b633135812b43ae7fe","CMPNY-6b5dd509-ec2d-444d-918e-69607be3c3fa","Estrategica "
"c2be4a8e0de3825664345bccc37b9b424338af1d","85d3ed8c7dcc988bfa7b12f7bc41d17b6e443286","5817b0e3b692950cc4ae5081","CMPY-5632676c-00bd-4e21-b34e-d2b4e913e8c6","Dwyane Wade"
"614f044b1e37cc23d2571de8268b4000ab250460","a12dcefedbddc85208710fd8d2aa1daa7f8d17bf","58238afe33135820b8473e7c","CMPY-f2d38b91-82c7-4c5a-9c0c-0dbc56cc5d4b","Raw Pharma"
"0f4899be72e91ab21e819ae230ce2745e4a13e6d","9dcf6c47ed07d066096c946fa39e445364cce37f","54eb97b5ed691f07e43e25ed","CMPY-0ff4da34-172f-495a-baf2-216723047ef7","Ignited LLC"
"eb1f73eaf295aea6fccc21049f2e33969dfb9369","953354a3620c88ec7c087d3226472f0996c51608","546e0f5d1b21e012ec2e0253","CMPNY-b71dec4f-4014-4398-a8c2-2ee660f67b6f","Collect Plus"
"56b5057ad8bbfb22e94a510120bf5c142a95c2ee","34f46fc1947827c3cf5915007685f01206219c5c","5750540b33135817e8793387","CMPY-40076849-e96b-4e0c-8827-05a9a9166129","GRIT"
"c52718a3c67f616fd49173be54d161111ec2d45a","838ffbe7d44d6a56974db18ebc01e6506afb97eb","55f1f8fb331358132c3fa17c","CMPY-4d19a922-e790-47cb-badc-f3beb793284f","Ikon Communications NZ"
"a6b55c7575a16abad871996e25d4267a1b22e761","f028461d994228d571da6ab541c5c40dbc20b72d","5202616f3313580794d38740","CMPNY-80f18f02-56a9-4eab-8bbf-ceafde45ee8d","Delta Dental"
"97a8f2e35f2567ac1b4b9316a10f43b3f6ff4526","b2d30e004b952a79f555980fe6e1e68147589a78","54eb92c8ed691f07e43e25a9","CMPNY-edfca07c-77d3-4834-a7fb-314dc9de69e3","Phaidon"
"cdf3d083711b7e0d8d7ffee41804f80ec23616f8","4b3d50fd9afc3289a3df1e6d20746badfbe9930b","5540f24f3313580b8060af91","CMPNY-de47de69-44ae-4811-ae14-9ec38fe15439","MBC Consulting Inc."
"1d09defb4a22a889ccbc3dccf999c24781f9964b","0519ca8dbb9957059d3ad1e96914b0b0f04d24c6","565dd804ed691f0d802f3ac2","CMPY-44f0ee15-f76b-4c34-a633-140839feb257","J Vero & Associates Inc"
"39e630cfe898e72f99ed70bfc40a23d3ad1f9033","82faddcc0e1055af141ac9f62a2bfaffa354ac95","52e9cec6ed691f0e34e79523","CMPNY-b7255eeb-7df5-4140-8fc5-8fea42ea6046","Kim Hemenway"
"dbdb120bd254a71a27185da0a4a87c19dddf4ccd","157df248c6251be816530aba3b716acc1dbd43d8","5762352f3313580fc4761737","CMPY-4de4cb7b-4f60-484c-84ba-1a690e79d2b0","StarzPlay"
"2d9a0a5b4011d2fc16a148963a438b7f4e4f9cdc","1c2508e30f80b3a4019cb2c5c97b4aeeef40ee18","54b6d6383313580850d13924","CMPNY-4e868725-1ea0-4fb0-b119-9bbc60feb538","Tiller LLC"
"4f6fbc4eb26730c3d4e469dcde857b0370d97cce","9c975d74c1e5e6fbc67b376449f060311c02b36d","559a9dc2ed691f10bca4bfd4","CMPY-33f3dc59-be64-4d06-8e2b-77ab69de378c","Visa"
"50315388f8d4001948f1a252ba0619bb74de4144","02a7517f3711ad85233b21cbf085ff0417440b0c","55bbbebd1b21e008109197f7","CMPY-3e4d821d-464a-474a-9fc9-4bc6806aced4","Kent Precision Foods Group"
"c55ea3532590dc3d52040a04c194d8bba1d83a4a","b42d0150f9bdc28e1fe2052e568855604d6725dc","580a5bd5b692951234e39233","CMPY-0de22290-c677-4493-9478-da7c07bb3275","Medi-Pragma srl"
"819ae7d3f74dd5bac1f8789cccee7b0d54cfcd4b","7ee31bb047a5e49d74611f3ff5d7639e1207fbf1","5668528ced691f0fa894d537","CMPY-d06728f6-57c3-455e-9038-1740987c4047","CompTIA"
"77abb4cfb9ea1d049000cfa24933171f26c34776","697c92d34070c5bcc400838cb8c19d2d72322f5b","52eabf9b3313580fdc72c42e","CMPNY-c1cd669a-4405-4b4f-90b2-1b8260c0093a","Boston Red Sox "
"ce2b1c26026c44f07ffb1ce87af7656bc49f72fe","857b77b5f2a45f55d34b8d2b7b03d1b6651d07b7","58136968ed691f2fb0e17896","CMPY-98a8379c-b4cd-4826-a082-34f5052b1077","Waterkeeper Alliance"
"54a63f5d3706b2b2b78ecf924cb59bce061a5e00","dfab774eeb48fd6d7ede27bcce90a1ac3bcffdc3","580a807b331358259844b513","CMPY-bee56260-9fe5-4a86-b239-16b64bc60e9f","Maquina Diseno SA DE CV"
"5596d8ccbe389bb8685af567f6fa5cead1814c6c","e1c88ab1a7786c5fd5057959ed18e9631906c73b","565f3134ed691f0d38fbb224","CMPY-75060f13-a2bb-4b86-a3b8-61dd395467b7","HID Global"
"b0f5db733af6989178b06b069f52411a1b238ad5","1bf16a64090f8b3182482e36ffb38902efe41f29","554250eb3313580304b0b2bb","CMPNY-da4bdd72-2451-45aa-a5b9-6ccaac6a4431","BRG Communications"
"36552e642332d5b39c0b8b0f7f4e83c8006d857d","3c918e4dc238f4e5bfb2da988c48e3b5ad3ce7e1","56bb790c1b21e00908349643","CMPY-f71c2310-e14d-4e97-bda3-f0521ad3221a","Nomensa"
"dd256db1bd0d7dfb8fbb1265b5165b2eab3c9ac6","afd1ecaadfab66aa4bdd9cde40a88651da011a94","580e380f1b21e02e9c2c2522","CMPY-f5e1056c-3dd4-4fc9-8fac-ef1db78c4cff","Big Switch Networks"
"324e996d60b6f8da2168ba081c53649a8d94bb18","423163b3108ed4acec2f3dcdb60296b8df6b904d","56703da433135817902efb4e","CMPY-8c60e5f5-8775-4d73-bd07-9e0ea102c6c6","XO Communications"
"3d6bb57580bb6800a9544317f38a272c06e094ff","b8878fa71daf7fc81c3679620912bcbab6a61d65","5175b5df331358067810c4a9","CMPNY-49bb9c02-854b-4b41-b229-6d5b4c68fa4f","LPP"
"d94e709fee89ab8893207b11564affa144b92aa1","1ccc19e19c207c1bbbf542ec65bda1c1bb9e926a","56fe87093313580c18ac6022","CMPY-dd908f68-1fb3-46f5-86f3-32eb092a3015","ITC Holdings Corp."
"6dc5c6ca1417cbcbce69dfb55ccd93b9307b9e09","9d4e5019d611298b99238715e5bba201004740bd","54243153ed691f0b640c5bd7","CMPNY-e83ed580-9083-42d3-a095-71b15ded1e47","Optymyze LLC "
"a048eb06ecf2e94e9084fb8e08d7c84a8b3b0032","4f8efb21e146822812aeb2260f62d08a768966d7","557b055033135810640a5ea8","CMPY-5081a4bc-34ad-4949-9258-ab27ca7fabb8","Belfast City Council"
"1a8d25589eadd2ae4349f60b8d1e518be97a0f01","91a9a73e17153a2231c89de70f9a1c58d0d2374b","56d70a823313580c0cd5c651","CMPY-3b7ce52a-cbe7-4116-9666-d7ad7115a5e4","Visit Stillwater OK, Inc."
"9aedbeee2a4275dbf9e21bfc95d2bb34547ba140","673e7ca2b4a456bf59dcfa32babbdffe51b5783d","54f4c7b43313580c1cfc0084","CMPNY-b84ac64d-3d20-486b-aa50-857ecded65f5","Makai, Inc."
"09b4cba262260980c1489b68e0175abd7b97c73b","f12e31efdcaf7c528c80e69596d2070871a5d8bf","5537b63ded691f02d0f03c9d","CMPNY-6790b951-df5e-499f-9953-5f9ee3e68192","Aruba Tourism Authority"
"12f28fbb85d3fdfd14fcf9f1466da777d95489ec","38777205b92c84f88717918bea87158becb1fc00","5509bb61ed691f05a4a2eb47","CMPNY-7b0c52a8-4a46-4379-b376-ea697edc901c","CSUSB Coyote Advertising"
"64e301aa68f40a982405e5a8cc776491ba9ab331","94ab9ad02e386d438196447c45951de947463c8a","55649cfa1b21e01398b17208","CMPNY-8df9ae79-1872-447d-b5fa-71587c72a104","Centurion Medical Products"
"2bc2f11ee192050a017f3184a5ef66a143e73df8","2c964a0009478966a35b3fa0ac78157146e565de","5665ca7aed691f16184f65e6","CMPY-e83eabe9-595b-4889-b92d-45aa201fb8dc","Door Number 3"
"0e7071be3f1820078d1ffd02414cd6124b065ac6","af465084acec722d1f3901c1e5c8c97a0728f75f","56aba7343313580c2897e6a3","CMPY-bc7fd4d7-d48b-4424-a334-8bdaac13edc8","C. Blohm & Associates"
"5cb99df3142304f7ad3bf1008f166ed85248d1ed","8e7311ec0594dc1583e1c14311c66abbc295a0e6","55c3aa81ed691f0fbc97c542","CMPY-4ac6806c-a434-4445-b3a0-7b3ad4cfcd86","Rebel Interactive Group"
"f49b67813789de737dd125dfbedeac09230b5380","0f3192ab24cc2d4efbce4ed466b1e5975a015b42","55faf1e0331358108800289e","CMPY-84b50bfb-e204-4c2b-bd2f-15d98a25d495","Roy Tialavea"
"b4e9b6f973d38f213fb6b4490a6e99fbbd933d7e","a7835f6735557ffe4d7981fd8e82539f06a44ff2","54a8cb5c1b21e00b1cddc1c1","CMPNY-4c552cdf-7b4e-47d0-b22a-d118bd8955af","ModSquad"
"6755440a7288d632dde14b36574d3e6f8b0a80e3","8c34adf497d57f870affcc3e0367f24e4d63a46f","5595492ded691f1274db029d","CMPY-da844af9-9035-48d8-a833-09748dee1c6b","Penna Powers Retail"
"ec3f53b12bfddbc984262779981523b0da1ffcef","82c56ece54fc2164530fd8b72e2e0722197f06fd","553813bced691f02d0f05406","CMPNY-8443c822-8ee2-4345-8e6b-b7a5e0483132","NVE: The Experience Agency	"
"1363742939fc07dc477a88af43704131739f9117","168d0f1e26d8eb9874c1700b70c8842629d93709","52572c773313580fb4df639e","CMPNY-a8fd63c5-afee-4f71-82a2-313da22baf14","IMG/BYU"
"dba7207d835aac053f4298c2e9310ad693955e22","ef35e06929754c5e198681ce6e9fa1f6aca12dcd","55f30f26ed691f106c420395","CMPY-9609d171-88a9-4f8c-91ab-0210e4b302ff","Eikon Digital"
"4300c53af7f572da5cfef3c3dbd2f04336418dfc","a6bf2120c737a82415747ea9d127d7adfe9a3053","5519871aed691f0e8808bf5e","CMPNY-7af6f7d7-af27-411a-9e96-fe2f09540e21","Keejodreams"
"e8fbc76bff39e1da77bb59567f67268d544866f8","dc93d6a03ad802b5703722bfb1951cb62c66d9ff","565ddeff1b21e0128483d882","CMPY-38d6dc37-2453-4223-a5ef-fa5247d420ff","IDMLOCO"
"9998e590300026c3664d7b935c6c311d623a2091","42d82f90ddee9a6fb54af66e19fac431b9304424","5407a805ed691f0e28484a89","CMPNY-6c692a3d-f799-4cf6-b91e-8a3082b266b4","ClearView"
"c1c37ebdce89c03353d840f52242c1c53eb10e15","c600343e87871831849c9c2663f980eb3e6d0a60","56547e101b21e012f45325a4","CMPY-44a27ab7-47d8-44a7-bc41-3a93e28c53e5","SEO Advantage"
"a1a983acffdfc755e8a78503b20c20e218dac5ee","7af9cdd3d519e5a4c4fea43460ae7cd7e1bddafd","564cc18d1b21e011a886fabd","CMPY-c9bc6313-29af-4c0f-878b-63cd0ca79707","Digital Diligence Ltd"
"8e657881fb9fd9598669850f12d93a6f5da161fb","46c6eda09cdd09d43a132f53349fc292f4cfd06a","582b653033135816ec36a2ff","CMPY-4a74cfd5-a540-48e8-bb82-b090923116ba","Borshoff"
"8537eb648b1e11f06281e4a253a86b14c176576b","7abf8f08acfd0e66fa70b31d9f836969ccd47525","57a8f32b331358130ca4cf6b","CMPY-3b7b5fc2-6261-4df7-921e-e4a9d3985e93","Dan Haslam"
"101d1af041f970dd76b49144e5fcec5592ab4f6f","98b2c1c19b4195e22a15ff7a4d84fd47c8530e84","56f4412d1b21e007240004fb","CMPY-28f664b6-cc07-4843-9e98-cbcfecf53369","Generation C"
"8028c543fc00df689f648c3fc20e510f58f6472e","2893174a141a1991c4a4df3577a01d15fe86c239","57752fcc331358158c7696b2","CMPY-5eb4bf07-cf61-45a1-9996-c7d9e1eba3c4","HERO Sports"
"00eba5d717f1f05273aef219d88db73bdab136d4","d3f3c11d576da59be9aae3dd5e05a6171de5d128","577194d23313580d3c8b7ec8","CMPY-093b745a-ad96-46ef-96da-9b1a5319cd3b","Department of Canadian Heritage"
"f918eb0fea82c5b3eb280fa998494f6d602a71ae","79a9f01f54da67741e49b78dea50095db5265970","5706c5d433135811a485bd73","CMPY-4cde2853-496b-47ca-ad82-187645ef7a18","J.B. Hunt Transport, Inc."
"30db5d2464a33d1edb1f72c4a9bd206727ea25f1","8426dc0df8bf7525bcb48d96e99fb227aa14b989","56f4158d3313580c7cbc50de","CMPY-ef43295f-ecd7-4ed9-83ec-6efb3665ba64","Leo Burnett Publicidade LTDA"
"403919fdd8c331fbc1ddda247217148ab248a142","391f0e8c8fb5246bd1067c363b57ea04ec1b0e1f","572b7440ed691f0d840491de","CMPY-dc81ae52-3cf7-4192-be33-c500d86f5008","Everymedia Technologies Pvt. Ltd."
"1c2fd23b5b2912d97be0dbc117f9250706490089","f423db8f2b213c8a2246deb11885c117c06bfcf7","57c9883ded691f2674edef6d","CMPY-a3f7bcdb-019f-43ac-a4de-8a33aa03e1bb","Glow"
"9797f4f3dfc8ea7b694d22cd868bbbd97649c124","c72ae7183bf30358f3f44fa6156a97d33d2c2eb0","555b54563313580ca0e3afca","CMPNY-23204578-a344-4b27-a7ad-c73778aa136c","Barrel O'Monkeyz"
"825a6d452e1342eb8339027919b5fc9abbf9c216","a8e9af8cf6ce446f37d9574559eaf033f910d8b2","54b82f3833135803f05bb1ce","CMPNY-97d1d289-7040-459c-a84f-9445ee5ecbfe","KM Digital Relations"
"069e6a37be29f0707b442c63de7bbdf8b69d4b75","e1e09f628ebacb55f52bf4e9f4d1481f4f6eeda3","57eea1931b21e042506dfdde","CMPY-ff928e4a-500c-45a0-80b4-5af6bed028e9","WorldScouting"
"ca62d6d509d95caeec210431c3c1ae8f9b5ec018","86d03244fea3f5640fc8e05a442832add758ed9d","5571dfe11b21e00ebcc062d5","CMPNY-00412f3c-e925-4f9d-a671-5d030e8d5a18","BubbleUp"
"fbe057d62f24634a09065465cb5565621c5505c7","f83ef49bdeebd7f39a15ad0e468f0d9826374913","555366983313580fcc247bf0","CMPNY-52ab18d2-e5c2-49dd-9cb8-01846d34d19b","The Pollack PR Marketing Group"
"65b8516bca6bb44c1d5113a530f60fa2e106dc2c","55b1ee0f3e1e6d47d15729dd6ee313ae6d152cce","55818648ed691f0a303d63cf","CMPY-7004272a-6fce-481e-a0b7-79485e05d8f4","Media One Creative"
"bfb4dbb2f83132dbddc5a98486fdb3b74ca7c284","b521f160baa1a44d2f7761a991ed5b2df70be574","575b2f82331358042020f8f1","CMPY-caff7741-6f33-4246-ba77-9037165c18de","National Aquarium"
"6e3287e360fcfb0e7f7767632ec4250e5feab8b0","4a06d32cda15d70f57ab2dcb2b91048e9ee60a96","56b20e4533135802c049a99d","CMPY-9090793d-cdc7-44bb-b7a3-5c6ea926110a","Edora Media"
"56a80f6f0bc7721cf7192d5acdea2bcb98353b66","b3f02608c5a756e784daf67aaf07ef497f5552e9","56b240911b21e01718c0aa2f","CMPY-97a5538c-76bb-44a4-93e5-17c12a2d4492","DDB Chicago Inc."
"3ec80fb200f77f5264f3d41caa932b2e2602f7eb","38a2eea050754682ab9231bf67d36fa21a303311","53b55c14ed691f0db0af8d4e","CMPNY-66ec5c0d-15dc-4d27-9759-f8b903d299a3","APEXPR"
"a35e22dbe5b92957f1010561c123ebb5a635f2f0","c5db0630fcfcb827e036a3e44f4ae0c85dffc31d","5693d57aed691f16fce6b3fe","CMPY-bfd0e690-3052-42ac-8431-62f126d23efc","Carpet Court"
"574aee5e1df7d6a27761f3720b650f28ce839cd7","17766100275c22912925de6777c711128a950adf","550b414fed691f0a50322ae1","CMPNY-8369e5f2-8832-4429-b083-0deb8858e2f7","Trinity College Dublin"
"e4bcab854659aafc3cdfc33697826962493f17aa","0c2d98e3b3acaf9dad5f0db52d249b820ea0745b","531902d1331358165c7eee2f","CMPNY-a5c4e43d-6dab-4f1c-855c-53a90231a438","ThomasArts"
"4bcb3c18b33e5ee901c30ad48a484c93bcd1d6ce","c05c81a3ea0939189c81087f479ae7506a149fc3","5385eed63313580790c0d86b","CMPNY-c6dc11c1-870a-43cb-ba6b-a70941c433c5","Public Register"
"3b90893a4034f9ebca18058d689194ddbe40c67d","1352b1040257cc475518fd618b9b7728519de96d","55df399aed691f13ec407604","CMPY-a1df7d89-a4d7-42e4-9d9f-785948bce2b9","O3 World"
"da596f6b7b2249f841566dae140267bfc44bcfbc","55003d6a8b5ac5a37fc5808cad436b9dc3bcd776","541350e0ed691f0878129751","CMPNY-f40b2ee6-c400-4015-b848-3357ac60ccba","LeadPoint"
"5d8bf46389d11595ce3087c1876fa027d5c4aaaf","5507f47370c096c22cd47c64f01e4b01202286d8","54f865b1ed691f1378f80377","CMPNY-6df06ef4-0465-4e6f-8170-7fae373ce03f","VonShine"
"c02fbde2b5cfc02938d3af610dc4ac0e8e86b6ce","1587a5d5866d0b4f2e4fa552350218226df15e37","5463d2191b21e00fd492365f","CMPNY-90040736-1c45-4f0e-94b2-fb49fc2bb6fc","LFPR"
"0333420c889f6c8ee17369b419b3f221c7482ebb","73a0c82323a83e032f0782829d2e62e80bcbb5d4","57d982aced691f0720a921b7","CMPY-c28d77b0-def5-4d6c-84fb-045cb61ba38b","Kivvit"
"46bff5210ce629fe3e43ad0f506dade71111bcc2","e382e0958536c0c30031e0453af23ce6cc70847a","57c70bd3b692950a14fa5caf","CMPY-9c0b5244-c89a-4f75-a71f-7866a0a453b0","ecobee"
"2c1ecba55693c48d74dfe223484f6f3912a6e7a5","dd5dcbb9767296900a367e75d45add09237d39bc","5654b6801b21e012f453dc9a","CMPY-8777b178-82a9-4424-83fb-5ee84a3e318b","UCLA Anderson"
"0d7007f519849c3a7d0644383492f2f6b8e3b3b8","b656f2618d33bae34505dd326db774be81934238","57436b71331358049043cd63","CMPY-5514ca0c-a3b8-4f2c-b0b6-f04c9a537f3c","Marcus"
"8de5148dd990a070d961c74dc2cc76930d758365","f49789eb1e1a16bb7cca810622eeab4707408eb4","568c3aebed691f03109f439e","CMPY-3dc22b12-7189-49d9-ad36-109f8d34c4fa","BAM! Social Business, LLC."
"55921a5fe5855b4e4a3f9cdc1c1c51200785cfb0","2d5ded1b974877c187f7f680fd32c40f5dc66593","4f46b039c2b1a80e7418595d","CMPNY-bd1789ae-6c42-4812-b3a5-d4030bf444a2","Demo"
"3d4ae6b213dc8ed89380bc167a58151db4593b04","dcfe31170e54b72df5c42bd8a708c86357681cd9","5834c950ed691f20b84cd238","CMPY-3114a36b-1e47-461f-af66-7a1915160bed","Strata Communications"
"e7a0ad42246befdc4457a18c1b83ccab0813a4d7","9aca1ca7e6df6a02a1536753120d3ed83157b704","57beed5ced691f2b58869b1a","CMPY-391f1a0d-0e7a-4998-bb84-516a1ede7d2f","Nissian United India"
"35851cb36720716c2ece8e5e81fb6ad49819580d","55fcb6320f930d40bb2e35daedbba9ac94a2390b","5578a5a8ed691f086056f45f","CMPY-f45f57fb-c6f6-4218-850f-1b872df6e2dd","Young Living"
"d5887e2314598442e84d6e2c448f0e5f3e8adc8f","0aa6a558d1a13ca3f3089990274e55051cc6eb38","5666edc3331358165ccb26ad","CMPY-692386a7-2436-47fc-bae6-9b85266e4483","Safelite AutoGlass"
"058325c55fee7c5af781770b831096846c4c941d","38fb4ea62960d93234eca30e7d24bfc2b4bf2310","541af8f63313580b38275195","CMPNY-70c8ef21-30bf-4239-ba60-4d5c333a3cc0","Jaybird LLC"
"7eb2435527e7a9a9531cf7cc17da04741189fdbe","67bb9f255c3866aa2451738c0f46cba5d4414608","53fb5a6fed691f0f7426172b","CMPNY-e26357ae-bcf3-49dd-a33a-ca9fe794e967","Ron Foth"
"a3c68d742fc4b62e71e3f31de22b8bef87e14584","ae30031faece16839e64a905df11316f064d8bd7","5745bacc1b21e004e46de5c8","CMPY-914223db-ceda-4d54-bb21-890d9b33551c","LPi Group"
"946940e58336011249fb70f2368654184953efaa","1a472991c0400a4a31ee1281dc54676a0085df8c","54c681c3ed691f02646079d9","CMPNY-c10889ba-ab8f-48c0-b09e-2b8d85d5972c","Superfly"
"f7c0afad598ed29db4f45a9c6cf4ca0fd392efd8","c2acb5a476c8e4d13e7b58bdef272136e292652d","5502f2f933135812541e13aa","CMPNY-c145d4b4-6352-4340-83b9-5d26c18ee88c","Gold Eagle"
"57241539def2ca5cc8a8968e287c6312842a5abb","a41b3208104cd520e45cdb7c585991d694a25b22","570d610e33135810e878983a","CMPY-aaf6bdf6-5e16-4e50-a17e-349108603256","S3 Advertising Agency"
"02fc54e8db459cd4c92e1504243b2e16f2b628af","beea3fc101f144f0b0cf8b0e10c6b24027a3fb8d","559d2821ed691f117490f52f","CMPY-82fb7a1c-27b1-4456-bd46-007c841d35c8","Elevate My Brand"
"6c8483fabfb3454b6a0f3eaed8d3660dfe5f5f7c","5d8944ec26090bd34a7021c30faf3ff89a3453d5","574d9bdd331358097859e265","CMPY-1882fdaf-e8a6-41ec-8407-8ae6f645f52b","D•FUSE"
"7a11e6407aae64fc5e8e8c442629d85819dae5d9","5117903b0377ff6537c47d88fa4a49a5158d2f8c","565ddbe31b21e0128483d4ac","CMPY-17c6f3bb-3682-4b0d-8ecb-15821aa6b0f9","Ntegrity Pty Ltd"
"be82210b9fe6458b10eb4eca791ac96ca359b37b","fcdc7e82b73ae5fc151c621a1ec8fa2caf70247a","5666efd81b21e015f05577f5","CMPY-5fe9e5b4-5427-49e2-ad9f-01086dc83ea9","Golden 1"
"f5d26286c06cd25a560ea711545296cdaeffccaa","3c23f2c5043461d9b7e909cb573d55127aec3540","544e39931b21e013001fda32","CMPNY-619d9a2d-e001-426f-9e61-bcf2f8c1255c","Clif Bar"
"96c1976a5d9f9c54f9b3cfa544b57ba9916c3cf8","dc86ad63c39e5ab7241c7ae4d594265a5ac71f11","535e7ab0ed691f11e0968443","CMPNY-13496b6c-3014-4e6c-9767-027adc815498","Proof Advertising"
"4e9f790fa7c99e2f954f0941969cd8c41a3deb50","c68c0d523e4309c979d28006c69107e5486ccf55","567827a33313580fb08292fc","CMPY-8889410f-b353-4237-a942-f45879581f31","Byrne PR"
"2f8eba59278594023804098549eea96c15c93a10","3cd4e559613c1549c4ecc1b9df21ceb67ce0738e","541b43f23313580b382753af","CMPY-0ffd7332-358e-433d-905f-8c31a04b2ba4","Trozzolo Communications Group"
"1dd85c0abbeb38a0af0988459daf02cfcbe0d8f1","029ddd3114330e292d9af890a9cea07f175e8a71","56cf62473313580f580ddd41","CMPY-4921d32c-7150-43b8-8aec-f3dca0c1a77d","Keller Rohrback"
"dbce5e641005502350844ca45214dff348e9a5a0","2c240d885d4a319871c4cd9cf627d06979685603","57192c7c1b21e017881e46fd","CMPY-69091625-bb3c-4ffe-9410-ec3eaf52bcef","Expected Insights"
"97fcc5ceec3463491fffc477990dcf76a79cd7fe","85d3ed8c7dcc988bfa7b12f7bc41d17b6e443286","5649f23ced691f057c97dd2d","CMPY-9fc4352f-4d6c-4642-b30d-acd0f5561080","Raydr"
"bfa70d63186463b69ecf5c84542538644dc04e98","9cb96bc0ca2bc3e033697796bce1361db53985b0","56ababbb3313580c2897f049","CMPY-3ac992b8-eea8-42f6-80a1-e9ab575b4df6","Red Mud Media"
"51b8a6c05d0ee7dff8c3d28354d1948a4385c69d","167a729e328fd3c13c7e26995a3a504c0e08eb46","542d87dfed691f02a8293d32","CMPNY-7882eb00-77c2-44e2-9c4f-98ac88d30fcd","NuWorks"
"2aa6e68641505fca7f5e355ef703347b553d69ce","871ea3491e2fa9ed269b9f96ca2f33ee38b2fd5f","567433e83313580e44997793","CMPY-8ab75f5c-4ed8-4d94-aa1a-19e2d26f0963","KFC"
"2cc1f01ee6198384a58e79019793d8571a9cf179","857b57e10d6966b90172dd25463f188034e257dc","551c66a6ed691f0c189b2e90","CMPNY-523a36c7-2da2-402e-817f-950874900985","rEvolution"
"e995fea1001e39ec7324e723e677c68235e4fd16","0953c62bca38c76618d731c2ce12c7774f8bbcd5","5527f17833135803f005e2b1","CMPNY-6daa3abb-e40e-483f-a8d6-171d12365f46","OpenSail International Inc"
"6c4c00cdda55d7effaee87b81eed71ef221f9be9","508602e503b71bd3ca8590f6c1575c81ac1f284e","53c53c393313580e5019d21f","CMPNY-f10ce7fd-1f93-4387-98da-b625017ea59e","Somedia Solutions"
"3daecb642719f739eabad1008d7b7f4dd092c3be","2e415a73c66c5ac2ed9546fe00cb9200d485a67e","56094d22331358118029d983","CMPY-b97d8d2f-178e-4aab-91ff-7d79346db28c","BYU-Idaho"
"53ccf5ac882b1eeb086d2ef3fea8b9e12160a3b2","831fb9659535ca49ec1d356a108ae909f5f5487f","5764398b3313581a30d791a4","CMPY-9dd45f9f-a1e6-4916-9749-30818207a206","FDA"
"57b0726b7ae334a7479256066bc60c35aabe4944","c336ddf31145dee4061f34c67cb924cc06c042b9","57fb91a4ed691f122cb4f2ac","CMPY-80de9424-f688-4b53-a18d-8958dd48ae38","Gigg - University of Tampa"
"c7477eacd2bff5ad3f57056b8d266f8ded59954f","b47716ca6ef8cd7471d9fd5160b5ed0ede531999","569fdb8a33135811640586c6","CMPY-f90fb529-a7db-4776-8ca5-1afcf6a6f6e8","iCrossing Mexico"
"d1ee74393e8a84308167297d9f7411cbd88d83b1","cb5feed179ff38080f39fea45a206ba4cb09792c","577d1a64331358151cecaeec","CMPY-3aa81e32-253c-478b-b462-63cd415cd2ad","Sapient Consulting"
"0f8fe3e0eb0830345b40d1a58076c5ce78b7b883","674dbae5f7e060d2d0e80a73db6e8a6948920e2d","565dcba033135810a46860bc","CMPY-1a9517d1-fe87-426f-8244-e91e135439c0","Hightower Agency"
"e1935e6bc055dc39e5fa3d33656dbbdea9237f40","e12ffac245d83558005939bb3bd0b9b3c81d7c91","55b663251b21e00e30702085","CMPY-1548522e-a1e6-4e0d-a4fc-2386ef65814c","Workfront"
"7cf60361ada647a500b770fa26dfa898dfd14287","75156db8a15ff831c4e6e78a99f67aa504553c79","539b0521ed691f0608fe44e3","CMPY-62182dbc-ed58-49e6-b179-06433a865608","Alexander's"
"c3140f262f49f34752943baa1590d6afb5285671","ad0fa5bc33ce8931939545488f8d0932e714d1e2","57eaf7251b21e037b40ead44","CMPY-644a9dc7-3462-46e3-b350-b415903deb0f","Northgate Shopping Centre"
