"agency_zuul_uid_sha1","agency_zuul_uid","name"
"3e0ed47cc0188e4f0ad3fdb3c53d66c711c17166","AGCY-4583f6c1-f068-41f2-8c55-499e2c62eae5","Eventuality Limited"
"3a591583d168fad91124f54f2de1ca98485d3aff","AGCY-432d64fc-240d-4ad5-a762-056b8e88fa03","Kaizen Enterprises LLC"
"61c458d8fa5f64475bbe12a19a6d1f7f405537f7","AGCY-1260d72e-0f28-45d1-9ce9-ac71f16228d7","Modiphy"
"4068b8d4b6af5740ace8d3034a7896b0521675de","AGCY-235cf96b-b06e-45bb-83a8-68950a8439f0","Pocket Gems, Inc."
"58a53d705382382c64020a7afecbfd9ce9c587a4","AGCY-b1c4a04d-fb57-4b03-ba1d-cf8853c82c0d","Edge Homes "
"b925aa9de0b406641b0c523dcb69860321bf78a3","AGCY-63452a64-bfa7-4e96-964e-a331e8fb5ba5","Goldwater Institute"
"a33cb7766ab75c1de24dcece70568c4aad2cf5a2","AGCY-6ab8aba2-d044-4b47-a892-d2a5e3cb812a","Penrose-St. Francis Health Services"
"f3442f02da098210d2c5e969724d9e319323d431","AGCY-700c4333-3622-4759-8e94-1881320f30f0","Sensis Agency"
"cbd11265e04987b9c36b9dbdb0a045b978e295af","AGCY-0f53adba-6d70-4fae-be1f-2dce5270514a","Social Mavens"
"7c97e0315a0a0317be9fa14adf13fd804d8aceff","AGCY-908bcf73-5578-476b-8ca4-029ea3178424","Hot Pink, Ink"
"6e99ab6649b953eb252379643b33d87fda8a65df","AGCY-39791b03-9a4d-488b-bfa1-68bff37af89f","bbrown"
"823297aeddcacaf91bb3a7692c1de99b26a2ccb8","AGCY-a50a23ea-77b8-4363-a250-8c4faf9086ae","Bukalapak"
"904a2adfef7652942bbc19737cf49747ef66254b","AGCY-e21fd5ef-acde-4788-9de0-0f5367d7e1f6","The Armory"
"5075cc2f7975ad75dca0ca8465ef83f867cfbbbf","AGCY-9a89af05-84c9-47ef-8686-b6c7cb30a313","bicsiguest"
"36d0a25bb058ddbb25a86b00d7c84a35637f6d99","AGCY-76dbc354-86cd-4e5a-9129-0fe4ea306242","Bruce Mau Design"
"02090b286e54712a8740406d715c7eb82969f12e","AGCY-266a727d-d3ca-4267-a1fc-701bac4784eb","Benedict Advertising & Marketing"
"ea2850c86752c314d02daaa40a7ab7e702483783","AGCY-0bdaa24e-c159-4f33-a4c5-82ad263f9393","Girl Scouts of the USA"
"a52d5ead11f030a2f6ef00eb1ca3edc524ad62a8","AGCY-91423320-7870-4c0a-92cd-7564fff4733e","Mackenzie Marketing Group"
"94b6cd00b4bd9518c6f413e7cd2b0a09039a8e11","AGCY-8d0a38e3-d9c0-4b3d-b9b4-8a04be4e9e8d","Mossberg"
"71a3ce3dd3bbf02a7463c6e54124e3d71cc1b488","AGCY-73349a62-e0be-4e11-917b-bf5129401f14","Porter Novelli AU"
"3290fca159d31da59140572405f3dd199a1e90d8","AGCY-229f656a-8c74-4423-8822-bebc24c9ccff","RR46"
"87daef6588e479cfe2510f4a1c2f356348c540e7","AGCY-7f8abc99-a7f7-4ac4-8f30-0047e7dd61bd","Twig Marketing Pty Ltd"
"40a5a18c33a4bb67479f9448777660ed81f622fc","AGCY-45836fec-96e6-4bbf-b395-2ca1fac5f709","Purple Agency (UK)"
"06d2488bf2d79349af212e80fbc005f609da508f","AGCY-b05ccdcf-8afe-4869-8f5c-1f7f52ecbbb4","Vantage Credit Union"
"309a2d8fc866d2c0e49ea8530f814e849403ec5d","AGCY-add4737d-05ab-433e-af86-a6af7d3c7a07","SpinGo Solutions, Inc."
"fb0d1d026a11bf8f61c75e1a6fc86d7ac63c8d96","AGCY-bd195ed1-cd66-4b81-b74a-06e5d4685be0","ASX"
"9810e2dde8309a60f0065a211d8e4fc4f3fbcac3","AGCY-683e4f34-0c17-45db-a4c4-94ac03bf8f65","History Will Be Kind Pty Limited"
"87fc3e991841cb2b67b16f712e8bb98f65b6b54a","AGCY-7a2c332d-5da7-46d5-9dc0-6b9f1578474d","Sticky Content Ltd"
"fed2ac2ee4f1e916f8ddfcf7f8381c27d342e825","AGCY-d8c2169f-9504-45ab-80b3-cce25c5e1cbf","Hanson Dodge"
"f2b3e04c1d2e4057b00c771e66c35d789679adad","AGCY-4e8f40fc-2a82-435e-bc03-5f68110c755a","DataChamp24"
"b95e2694c3b5f1a74085867e6b1eb7ac1f8ee600","AGCY-f6dc6e75-8923-4264-bbbb-daf6d03ba7ee","Slim Fast"
"76531133ef2e3d900fe5c9e10d1aaa4ddde3cc7f","AGCY-31d23a2f-3445-4da4-ab31-95a1ede21813","The Sphere Agency"
"bdda0db4c11f5c4a55513c27bfbb7c88c2fb0b4f","AGCY-2cfc4a01-29db-422c-bf60-a4ed2cc8b5af","BLR Further"
"8cb92f1377d57afdfacbaa96ed35e5a1c40b7b72","AGCY-2cb9ebf8-b969-4548-9d2b-befc3866eac9","EGC Group"
"33602dc86afb2d707b287906e60b9e97340cbd55","AGCY-73f570c2-54fd-46bb-88fa-3cab3a5ba9a0","King Strategic Communications, Inc."
"7ee31bb047a5e49d74611f3ff5d7639e1207fbf1","AGCY-525cb893-204b-47d2-99af-28b060cb1569","CompTIA"
"d3f3c11d576da59be9aae3dd5e05a6171de5d128","AGCY-784be58e-685f-4cff-95a5-3bfe5ad55cb1","Department of Canadian Heritage"
"e1c88ab1a7786c5fd5057959ed18e9631906c73b","AGCY-0cb626b9-09aa-460b-83df-af3e891a64b1","HID Global"
"36d5256f48859623bdd6d2d11f8b3207df338348","AGCY-7c6dda5d-582c-404c-84c0-64786513ebf9","Spotlight Communications Group"
"afd1ecaadfab66aa4bdd9cde40a88651da011a94","AGCY-b0c989eb-21e9-4c0b-a8ba-64ea92a6ea9e","Big Switch Networks"
"198b0bb6672d4c0e9eb897a038a02b732ff5a760","AGCY-a01001b4-3ce6-49ac-8d08-947731baad00","Inspira Marketing"
"f423db8f2b213c8a2246deb11885c117c06bfcf7","AGCY-fa61d888-8fc8-4960-82cb-0230ce581566","Glow"
"1ccc19e19c207c1bbbf542ec65bda1c1bb9e926a","AGCY-6de736df-c5a1-46ec-bb7a-ed14f6f7ab58","ITC Holdings Corp."
"296a997e8d7b1f62eb787c887c273af92a499c53","AGCY-b4b98a0e-099c-405d-a1bd-f60670568766","andyrowdon"
"e77c22eec9b727451a8718a560ee1648ecf69676","AGCY-737a4c69-f81d-4c7e-8f09-a4836ca2700d","City Year"
"0519ca8dbb9957059d3ad1e96914b0b0f04d24c6","AGCY-dc08b10c-324c-4ecf-a764-81f5248ea41f","J Vero & Associates Inc"
"9d4e5019d611298b99238715e5bba201004740bd","AGCY-9f626051-c18b-4923-b134-049b6847ceae","SPM Global Services"
"15f8592407249ed846172b1961c59f6b184ecec6","AGCY-c5e3a3db-bcd5-4a92-a381-5f1313af3938","Orange Coast College"
"e1e09f628ebacb55f52bf4e9f4d1481f4f6eeda3","AGCY-15b18f89-74e6-4381-bb69-34735e1143e8","World Scout Bureau"
"77d8e10d99c92d4f3063077e3321492cfbbb4aa3","AGCY-0d6605f3-fe90-4b1e-94b6-6cf6f913b072","Waggle Dance "
"bed5a700262d6ff09b2277d7846ad28ae02bfca9","AGCY-3ae6d576-4ced-44db-9efb-d6786c61a6e5","TWG Plus"
"f83ef49bdeebd7f39a15ad0e468f0d9826374913","AGCY-8c227619-cba3-4b73-8e7b-a965d656bc70","The Pollack PR Marketing Group"
"4146beab17a504e951cba4e2d2eaff88293fb176","AGCY-4d62204f-cf72-42a3-82c2-5bb6c1d36980","Iconic Orange"
"55b1ee0f3e1e6d47d15729dd6ee313ae6d152cce","AGCY-f047fd28-15a3-49d1-9bda-e712976e7e3e","Media One Creative"
"b98e93b4a0d8516d387f75ff734a9dd7748adc38","AGCY-2a2a3e95-4ecb-450a-b0d9-f0c36bc1999e","Suncorp"
"501f716a42a44804e9d5376592f8bc1f88802611","AGCY-7d51cd77-7c0e-404f-aa0f-2c9c6cf696d3","The Fool"
"4a06d32cda15d70f57ab2dcb2b91048e9ee60a96","AGCY-4472cfa6-4fea-4625-9311-1396d75a6f41","Edora Media"
"ec0d4c9c97166555ea26158431cb946b1e34b127","AGCY-da53bcf6-b5da-484a-80d2-3b18e7d4159e","Stitchcraft Marketing"
"11dabb0e8395fe8218f4e15746ddef4ea7699ae9","AGCY-f126e9a5-5707-4eac-9ab0-63c49d13c54d","Cannings Purple"
"38a2eea050754682ab9231bf67d36fa21a303311","AGCY-4477ec0c-39a5-444f-b0aa-68f2c6fd1c16","APEXPR"
"82faddcc0e1055af141ac9f62a2bfaffa354ac95","AGCY-f46180dc-310c-4949-acdc-5a6812220ff1","Kim Hemenway"
"9e6f4177e5d7b6707d55afb43dfe8b556f9cbd68","AGCY-d5e7f528-1207-408e-ac1f-dc82b8de7da6","Trigger AS"
"c5db0630fcfcb827e036a3e44f4ae0c85dffc31d","AGCY-3542b4b6-3d15-43f5-8755-e2132e202d09","Bendalls Group"
"91a9a73e17153a2231c89de70f9a1c58d0d2374b","AGCY-4ad52926-dec9-432b-8fb3-a5a1198b2bc6","Visit Stillwater OK, Inc."
"157df248c6251be816530aba3b716acc1dbd43d8","AGCY-92010ebe-c3ae-43a5-a6f3-c8feefa8aeea","StarzPlay"
"0c2d98e3b3acaf9dad5f0db52d249b820ea0745b","AGCY-00898b01-a3d0-49c7-8a6d-e7b1cf319409","ThomasArts"
"c05c81a3ea0939189c81087f479ae7506a149fc3","AGCY-3202bd02-ce9d-4b8d-859e-45b7f2ca01be","Public Register (Bay Tact)"
"55003d6a8b5ac5a37fc5808cad436b9dc3bcd776","AGCY-5a00be37-4f3c-4d4d-8cc8-d23a3d9574b2","LeadPoint"
"5507f47370c096c22cd47c64f01e4b01202286d8","AGCY-62dbd5f3-253c-4609-969a-c20a927a7c7c","Satan's Kitty"
"914bc448c6cb209e84b11d8941de0509454b060c","AGCY-16440031-7b31-4f04-907a-976cabc5304a","Giving Films"
"0ea6729f97c802eac1769c8e657e67ddf42ed245","AGCY-4e96febe-649f-40d5-bb2e-c059571363ae","Marshall Fenn Communications"
"673e7ca2b4a456bf59dcfa32babbdffe51b5783d","AGCY-1ad91901-1802-40d9-b2cd-4aaa0679a53a","Makai, Inc."
"1c2508e30f80b3a4019cb2c5c97b4aeeef40ee18","AGCY-7c96facc-a985-4117-92db-cd99c02c04eb","Tiller LLC"
"e382e0958536c0c30031e0453af23ce6cc70847a","AGCY-8abd432d-9160-4c19-a8fa-afcedf92f7e7","ecobee"
"b656f2618d33bae34505dd326db774be81934238","AGCY-5e6f8a85-0c22-4b51-a8a5-fc19ea1b7b09","Marcus"
"eeedb66bfd7f72e5ef12406ccbdd9a39f5def3ff","AGCY-6f09ffc9-c08c-45ec-9d90-4c02040c25e3","ViralMedia"
"ad547ea2308a837a402b6433f34d1c1277274dea","AGCY-f6dcf833-425d-442a-97e8-d41aafadc2ac","Yekta Kurtçebe-Gonzo insights"
"affcaedcde88d9f8425ddf4d8c4dbed19ba543ee","AGCY-0be4085b-f240-455c-9ff8-9034317b30c8","Webranz"
"5f65e81b2e46bc8cb1f335f837e2561916d6b993","AGCY-2faea939-0ab4-45aa-909a-881e8cd764cf","Meridian Leasing Corp"
"98126aafd311d5f87e480a655a7f7e624e0835e8","AGCY-513a27c8-4621-4dfe-acd7-587d5ab490c4","Adams, Hull and MacCluer, Inc. (AHM)"
"57fe673a6e0f61bec073a053e42fc1ffb32a51e6","AGCY-85116cc8-08cc-4343-bbce-7619114b90e7","MediaLine PR"
"70280fa857b1f40a3c39da6ba1f6362d520880e6","AGCY-6f76050b-e97e-4d64-a40f-1f8a0ee30d91","FKQ Advertising"
"e2d90c99aec8de9944dbac5e27b74c859427147c","AGCY-dd73e939-70ae-4a71-b05c-8dac99f6f63c","Boisset"
"36c418aca833b928492af648b3e4026bed362cf7","AGCY-d5b944bb-2bdd-4ff1-bedd-9806f8ce092d","Mirror Digital"
"39584534f339e6739db7d825980b0b90d6bbe948","AGCY-560b4275-457a-425c-9ab9-bfae398d4cd9","Foundation Medicine"
"3069e16d193fbffbaa9d24f40a4b941c0ad1c3e7","AGCY-9f9e1f25-973e-4d3b-a612-dd49ddb97ba0","Nesta"
"c64f4436c8cf853a92143c32b340bdc80165a895","AGCY-72c5a293-65ea-4e02-bd9d-04b4392d7297","Informatics Inc."
"df8ae37978fc17384de6b540ad3e2ca2c640701f","AGCY-a48ca454-10e0-47fd-932f-3cc9ca7dfe80","Blanket Marketing Group"
"63aa1e3beda4f417fcff5b3c6c6639c2acef74e9","AGCY-504eb116-df5d-4574-9f43-dde6f270e6e0","tadhuang"
"ab362d86dfe60d0d95cb0c55a6935d4dde1647a5","AGCY-a9ee14b1-0ef2-48a2-971a-905329298ce4","Crier PR"
"9a3746ece4db519e17162285e8d8ac632a03df35","AGCY-016a16a8-7f9e-4bc5-9c4a-bfe39e1e6f9f","DeepSleep Studio"
"022ca35d7db2bfbe0d02c1ae65fdb8fe836557cd","AGCY-e8d6fe3b-4246-4b1c-b956-f3250bb40ef8","QA Derek"
"3796d0b1fd6a41986cb2782ee7dadcae9ab3845b","AGCY-b8b1e875-6d26-49aa-88b5-e5a0b09bb844","Mariner Holdings"
"47c3081f35736f6df479f90ffbc4c5e3b42df95b","AGCY-8d492900-657e-4c2b-9d2e-115e42f40e3b","Freed Advertising"
"dcb1f2144b0c15ada5638197c5b99708fe727299","AGCY-240f8afa-7d0c-4820-8952-e663d4636680","Citrine Marketing"
"feb8de86d0fcd9f5c118fbad60ad1018797c42e4","AGCY-de1bea19-b4b8-4575-a020-0e2fa42a77f9","Optos, Inc."
"8e53c5bbff0c66e308d7ce4ac1c063bb9b9addad","AGCY-7937c017-900e-4306-b1b0-3a6b4f08632a","Boop Baby"
"ad00aa0a1f50d80f645042a0e11e90825cdf09df","AGCY-b0cf10de-b7b4-416c-a90f-d94c3a83e4a0","Tufenkian Carpets"
"1c968b2aa0c12c27037ee6c2737e24a4a4d962f7","AGCY-af116888-5a11-4552-b3c4-4c51a15397a2","Hoozu"
"5d5344a213b37e15f6575ee2b72feda07b560c2a","AGCY-cbcc8491-25df-42bd-873b-b3503f07d9a3","Reform Act"
"95d0a9c582364731a40320a241cb1bbd1729b40a","AGCY-ac684a18-160d-4dac-b052-709280f9e633","Glassybaby"
"12d38d2defc54fddc765b1102d53fea4f75e64c1","AGCY-d20be929-7e2b-4b8a-9651-8d04244dfe78","DBC PR + Social Media"
"c5d9e2d3dce86088cb27ebcaf374bf70142a786a","AGCY-1a61089d-bf44-40e0-b741-c426cd2c5cee","Amadeus Consulting Group Inc"
"313934c4b64ef1a2ede43f89bafabb9e75f0229e","AGCY-337de7d5-9469-49ae-8185-ae6f5880ea90","Rebecca Oden"
"9c975d74c1e5e6fbc67b376449f060311c02b36d","AGCY-d86a0855-ce4a-4789-a52c-5d675ff4c9d3","Annalect"
"4732dab0a999edd2041866610fe5556d4a4ec992","AGCY-3e29be94-0f92-4390-b46c-a8f5b40ce0ce","HBS ALLMAX"
"bfdb44d8fa30cbf0fc50026ffa04e2f1112206d7","AGCY-ca0ab29a-c8dc-48b4-b3d3-70afa2687815","XUMO"
"d92c78e87f213708598888643e6be23f194e114b","AGCY-aaa3f896-2cff-4602-93af-429ca4783b63","Harrison College"
"4e8dff67b93a66a382ca22f7dd0d019407e5895f","AGCY-e43222f6-72e3-48c4-9a72-3e3bb933fe6f","Merlot Marketing"
"9eb845671f3f7e302e15bdcd801ae189028d5bc4","AGCY-ed8270b9-25ec-4ac5-b0d9-a90e395228da","Centenary College"
"96af30d4229a3bb808983c42eb3cc724c711f19c","AGCY-d0b2242f-2fed-40c9-9001-dc22fde1ca1a","NOAH'S Event Venue"
"3dde542397e886c1ea25cdc98399eac6c0536baf","AGCY-d04be77a-5bb3-43b9-9c8d-05b80a99c39f","Eight Clients PTY LTD"
"47ce1f368a9bbb281f4efe74a636416540c3dc31","AGCY-c19a536f-c8bf-4746-8121-ed0951cec2a6","Kansas State University"
"507480281f63ec786e66681d82d52e5e7a6d03ba","AGCY-a3dabe89-d828-4b84-931e-4c47c9d9e10e","Edelman"
"be494b4ec3350344391b9b80b726e98642a8bd74","AGCY-5842b3ca-3664-408b-b129-b23ee355254a","Becky Higgins"
"ab26e954ed6cbaa466fc24770dd6909270e67198","AGCY-e6723239-1217-4324-b38a-1251ba1e1943","Propaganda Inc "
"6bda15d142d90b5d4df0865dbc67bc16408ad761","AGCY-4234ccf1-6b39-4617-8b11-8d496258f0dc","GalKal"
"070c944a86c5a91ba2dca6df01b0bcbb09888c4e","AGCY-3c6611b8-f245-4d64-b6f2-0c5763e8adbb","McLellan Marketing Group"
"e80c43ab91f0763554f8871e4d9b870664b7cd5c","AGCY-59e4c3a0-918a-4d55-8c8a-77b6da348ece","Path Interactive"
"c634d2c2356fc1f37c8fc1921ae344a4c9bdfaef","AGCY-801c408e-1b3d-41c9-aa8e-46f35e361698","Copper Abstract"
"3099bc3a6d4f185c6696600ca2da74a0e7c761d1","AGCY-b37c8b90-b542-461c-b4e2-9a4b240ce20a","Greenwood Hospitality Group"
"de48ed4c7464f33eb53b7c505b30ae8e89d7e82a","AGCY-413e8679-af0d-417f-96cb-8f076ce0e332","Helen Woodward Animal Center"
"6ea1ba4d032ca99a4b7f40d935f4f35d4a223ae2","AGCY-29450cb0-d64f-4532-8cbc-eb66e197ed7c","Marsh & McLennan Companies"
"c3036d5d972614fd4502316cf373dc265a6efc06","AGCY-af5dea2c-c77c-4259-b4b7-aa051b231497","Mobitrans FZ LLC"
"356df5e2521cae004f45404fa1efadae9635785f","AGCY-c6c7a43d-2f87-4839-8a8e-0cdd1c84e438","Lewis Communications"
"57b29f9febccaecf278c195bc93ac068e215c51b","AGCY-569c0261-f5f1-421c-bce2-2a582d4cf8ed","10Fold"
"fe1b3c2319d4575eb9fab5f77e85cef53b27c975","AGCY-02733108-d9ac-43bf-bd71-0ed95c29157f","National Cowboy & Western Heritage Museum"
"c913f136db35051504d12fd8cfcb43d904d1b3d7","AGCY-ef11980c-3de4-466b-bee7-9404a72d8f37","Zenefits"
"0e6d6c60f4198cfe4cbbd2def03797682efa6c2e","AGCY-e03fc58a-f78e-4a70-bb0a-746ae03a315a","BRAND et al"
"6dd19728e1972ce6c97de8e2e4586bc9c2b46dc4","AGCY-0533b9a5-c430-491b-827f-a0b858aab8e0","Dukas Public Relations"
"0a86c63ed93466096c1170d50d6d97a56bbc94b9","AGCY-df6c9391-0086-4a28-ba32-d53b90c40888","White Good"
"33cc7f41514a3f62715454f77627cc927c84e889","AGCY-239e9b15-0005-43ce-9382-55c6e620a5ae","Runha Software"
"4fa6e6e51ea75b76ca7c88ec9322728aed497a2f","AGCY-bfa19c6f-54ee-426a-a022-cf84e9d5df2d","Bader Rutter (Douglas)"
"c1b94324b4794151c070b555bdc9083ef9023174","AGCY-2c595a7b-ef4c-48a6-ad5a-81182bdb78cb","onewayguest"
"31dfa8383d03f8e5971371f595ad0e8a0c234c33","AGCY-df0490b0-ba6d-408d-9afa-dcc3c256a5e2","Strong Coffee Marketing"
"69976a52d7c272ce8c4ce9e987bf1d4273a8334a","AGCY-81b9409e-2e47-4f94-afb1-a06317da8084","Hawkers Asian Street Fare"
"35cdeac3160791b32d9bafaef245029868640c14","AGCY-6c926fc0-826e-4085-8f37-68d11921e460","Precision Castparts"
"8cfa2c6501ffa3d3f164e9e8906636f88dcce41a","AGCY-e3241bed-4fbb-4626-a9b8-63efcc03db25","Gravel Road Entertainment Group"
"c4fbb12516c472327b8d19130a75d876700a61f4","AGCY-a9a5f1cf-5534-4792-b40b-5ce30dcda5b7","3 Headed Monster"
"ca1bf514260422fa378f0010faa1ab76ee149c7f","AGCY-b6aeca5f-28b2-495b-9795-3c0172830cdb","Spey Side Corporate Relations"
"af23c46dba9fa53d2bce00d949dc37aa701a41a8","AGCY-08cb9e17-18b9-4add-a252-3cfadf46a7d2","Lonsdale and Saatchi"
"58b8570c1a4bf8a7f9a2ad5f3692bdf6432c80e3","AGCY-bf2302c2-565f-4d4f-8cf5-2f631badf15d","Blue Ridge Electric Membership Corp. "
"38777205b92c84f88717918bea87158becb1fc00","AGCY-f0329e51-3e3b-4c74-bf53-26fdc8b501ca","CSUSB Coyote Advertising"
"8b0fc7af6b45587c667fa947c750a2985992355b","AGCY-201e4e0e-c534-498d-91a8-d6bc4acbff76","Kofax"
"0ad613aea191bf42b716c01cfb1358035f0fe67b","AGCY-56018b4e-9127-41c8-8dc7-15a2d5aff74e","Real-time Outsource"
"ed101633c24d8dbd91645a3db9389524bafd710d","AGCY-0182f904-cc9d-4018-a90e-ee0b99219be8","Signaroldi Sas di Gianluca Signaroldi"
"36b41052999964ce7eea520a9fa007870b4d50a9","AGCY-6458e81b-9710-4e22-b45a-1fa25aabc773","The Content Factory"
"136c9671ec8e6706a5508639ef6a6fcb10cc732e","AGCY-1fb662a9-d8ec-4b8a-9be3-604d5b2fbbe4","The 360 Degree Marketing Group"
"cf59c7c04cb58528e83509203d5a6b3c17d650f1","AGCY-2c26f550-e5e3-49c8-a243-ef86d9400e65","Doremus"
"2ed9a2a7f2e05821654e346479f50c2df923c7ee","AGCY-dcff1ae0-42bf-467d-9163-32e852ebcac4","Small Giants LLC"
"deba6caa9bf55e911ab511aeeb7e8f56376d24a1","AGCY-f36b338e-e9d5-4200-bf40-e31052aca7b1","Pocket Hercules"
"93f79be491f2ba796e824b721b77083b7032a134","AGCY-493a2f6f-f3a5-4dde-84ee-1da70b83dd00","Millmaine Entertainment Australia"
"83558281077c74652d8a47cbcab7a4bf6ef7879f","AGCY-4d9e328e-9587-47a3-be1a-042abdd87e89","ISPT (ACW)"
"81949924395abf734b459a9c02128f4623cfd482","AGCY-25a65565-57d6-42df-9411-a9b4de9466ff","Canadian Pacific"
"fab09f27bf8670ef39d1f4748880c036376cc216","AGCY-a403d672-56d0-44bc-af1c-939537f6ca70","Globant Argentina"
"142daa8cdda043b3d19515c5b405b8d7a2bf588d","AGCY-63845dc6-bfee-4cd7-aae8-ae3a2c12f373","Verisign"
"eacf52ab864b712216049b2ef373225dbe70b5f6","AGCY-9cd28607-69db-4a11-9f4a-b25ec15636cd","DRW Holdings"
"c1edafe8d31bca7dd4205b4e93135871d61ec98b","AGCY-f865f807-c730-4c6a-9516-82ed71e1613d","Lew'lara\TBWA"
"3de55168c46d42c4f0d9cf8ff3ef03d1dc61c87c","AGCY-6dda6b61-2269-43c2-9c52-2d308012d631","Where America Stands Research"
"67a993313b73f73b4e63f2fbc6b49068b2fd3340","AGCY-bee301f8-b2fa-4226-8a96-516efdcc54f4","Clarins Group Middle East"
"2ec4bf55f13e7cc40249bf560c3407b30f3caaf2","AGCY-b7127ef9-6ecf-4c27-a465-fa17d273fb44","Media Magic"
"d998efc8200c46b05cdd1b760e3bb22071dba4bb","AGCY-9b19d407-177e-4361-8e23-02ef77e4534f","Union Roth Capital"
"08b7f7159ee6996b0985d208ec0df760d2aa16c1","AGCY-71e7ad1c-6bc4-4204-8cef-7acda8361d03","Mack Weldon"
"eecdee53faa6c44049b4c6755b769166bd9c9903","AGCY-5b438fd1-9242-48e6-96aa-67182d164807","Clean Energy Benefits"
"ee706fb54e8a56e3fd30acf1df8963d26d6f467d","AGCY-134ccbb2-ff1a-4bb1-b0b6-73dbd97d3737","deVere's Irish Pub"
"e68b0dec22c9eee80cb1d10d549cfef34d2134e5","AGCY-ef691fe6-704c-4687-9381-1f2df80b3173","Carol H. Williams Advertising, Inc."
"1cd0da9a4bf83a3da96fd006e9f9b3071fd64e90","AGCY-483c0cd8-9c29-4def-9e69-5a5470505b86","The Modern Connection"
"bbb4d3e569c79142b9c26b687b0a062af1fee051","AGCY-27c30887-f185-48e1-b643-8c6b54a29e48","henryguest"
"8b2625b0cf3a8f0ba65e8e3320a8286dc3d4cd27","AGCY-b126afc3-c627-4ee5-a7d8-1518026f6f10","Conde Nast Japan"
"832d1a062ab8815aecf87f8e3b395f7699bfbba8","AGCY-0b499875-f5c3-4574-8695-4f6fce35274c","Vivint Solar"
"4d133078e28f6d4b78051d95b69ef149b5cb0e9a","AGCY-974fe71a-ec4e-4376-888d-2f2fb2e8166c","Pravda Communications"
"463c0a971b297073a92ca1711d1b214743273320","AGCY-8734364c-f841-4ac3-8241-716fd3691e39","REST Limited"
"6be9a2b725984b83671dace6294e65737b61e700","AGCY-650ec07b-d747-4585-a377-25395409dd1e","Owens Harkey Advertising"
"a75a9b40e1d8b1ae3911e50cdfa45490dfeb15c1","AGCY-29f1c71a-4dec-47fe-b073-e77e17c44455","Yanmar"
"b07ad9cda74c75ef4ef027dbd73d5f657a6b4cf9","AGCY-67b1b474-1080-4387-90de-350263a60e02","Whalerock Digital Media, LLC"
"a94e4a42bcf12011ab5b03cc2ea69f3a209d855b","AGCY-2faf615d-12fc-4a1d-a234-36de2a7fc4cc","HLW"
"02a7517f3711ad85233b21cbf085ff0417440b0c","AGCY-177ff80d-131d-4b45-aa8e-475f1cd2b8de","Kent Precision Foods Group"
"98320af95454019dd31bb5befabb191616c5d062","AGCY-ee82c844-6b4f-4d2c-a606-aa00ef8f553c","TBWA/Santiago Mangada Puno Advertising, Inc."
"a385fdd866f3476dd87b2caac43f49133adf2199","AGCY-4c11cda4-e666-4693-a05d-88efb84c53a3","Bader Rutter"
"5a2b47e6aecc283afa9f334310f4d03268763be2","AGCY-dffe9c54-72e5-4ef4-a3f5-9be874690e01","SpartanNash"
"5047b68ee21717329567bbe175d842e89f4481cb","AGCY-99f4ce83-4af8-48a4-8882-c20efc1c9aff","Georgia State University Athletics"
"8a793de643cf4ccdff980fca3555da5c914a4d25","AGCY-f307c4aa-7e6d-4b8d-ada2-453c1b65ec08","Buchan"
"177b72de6c2b9ea3890ce7dff6db1f19e8ff9de2","AGCY-0663d2d1-16eb-43b2-a6ab-600098bb20a7","McMahon Marketing"
"a4fd1d8a2791f1251801d6845f4727653881cdda","AGCY-9c525e7e-5c80-487d-a572-65379274e643","Legintel, LLC"
"ce0b118e780b51dbea0b442a4911e67f59f277b4","AGCY-68d74e93-fb08-4289-a8cf-268acfb643a1","360Fly"
"f14cdeb2898c475c4138801c0e2cf389d380e521","AGCY-f11690fe-3a38-4c2c-b08c-0fc0beabb21e","The Void"
"0d02939b1207b179fd241dc057d523cbaf3667aa","AGCY-a6062687-7715-4a7c-bf07-014c9753dce6","Concept ID"
"66fcacc173b389d0166188c33a5daed6c4dc1158","AGCY-f6dfa5e0-b2af-462e-9e36-fe0feba747ba","Mansfield Marketing"
"7476d72847e229045f84de669b1eb2dade5f9c87","AGCY-cd9dce94-0f1f-44d6-b53b-9e38e6a4cb07","Abrams"
"c744d340ef6606e963181df09a3e97f962a513ae","AGCY-7bc7585f-b0f4-4469-aca6-1181419fad8c","Lambert, Edwards and Associates"
"9d8a24ea1a7cda7df6fc28ef82cb54a67485220d","AGCY-7bd36a4f-4be9-4646-871a-d5c7797d198c","The Nest"
"9c4bce2034ae2a30785c37898a6a5e1893f960ca","AGCY-8db75004-1f0f-4aac-aa11-7e22adbab9ac","Artist Group International"
"17b0028af67bc110ddc9bd4a5f42c7c338187718","AGCY-dec96d6f-3182-41b4-b5b7-9d6d914e373c","Gen Restaurant Management "
"88988b2ce9931fc30a13928794632e5d000ac8ab","AGCY-013cfb33-0f2b-47c8-8d93-5bac59557875","TrendyMinds - IU Health"
"85b0fbe8b7c40cd788426cc4fda78d03938dc620","AGCY-6bc13b32-7756-45cb-bce7-22c81583c6dc","Sweet Frog"
"f04dbc7b8c260300a094814a126e2afe26e986b3","AGCY-bf766433-59b2-4194-b4c5-c8c8c326d569","Gabor Group"
"0288f27c03dc4c2763eeff962f5f22bdf5e7b62f","AGCY-1a2ea42e-e1c6-482f-826e-1f5d25d03e2e","Zadro"
